"CASnummer","Id","Codes","Omschrijving","Groep","Begin.geldigheid","Eind.geldigheid","Status","Gerelateerd","Guid","Exactmatch"
"2136-99-4",4399,"PCB202","2,2',3,3',5,5',6,6'-octachloorbifenyl","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-98c8cce0-e8e8-48af-a29a-1f4b6b53016f","http://vocab.nerc.ac.uk/collection/S27/current/CS001677/"
"21564-17-0",4810,"TCMTB","2-(thiocyanomethylthio)benzothiazool","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-666572af-c3bf-4087-9901-9900eca37bd2","http://vocab.nerc.ac.uk/collection/S27/current/CS003975/"
"21609-90-5",4085,"leptfs","leptofos","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-94919864-8280-4412-9ad6-ee62d2e3ca22","http://vocab.nerc.ac.uk/collection/S27/current/CS004225/"
"2163-68-0",2999,"2HOxatzne","2-hydroxyatrazine","ChemischeStof","2014-05-10","2100-01-01","Geldig","","Id-5973ab58-d70b-45ec-b233-efd301361477","http://vocab.nerc.ac.uk/collection/S27/current/CS004255/"
"2163-68-0",2999,"2HOxatzne","2-hydroxyatrazine","ChemischeStof","2011-07-16","2014-05-09","Vervallen","","Id-2eb52e3d-ab93-4510-9639-19ebee248d43","http://vocab.nerc.ac.uk/collection/S27/current/CS004255/"
"21725-46-2",534,"CNazne","cyanazine","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-ba8723d0-f125-4250-9f36-a9a2d5450c47","http://vocab.nerc.ac.uk/collection/S27/current/CS003809/"
"218-01-9",518,"Chr","chryseen","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-9515a0ad-ea06-4830-b4a4-488fb404b94f","http://vocab.nerc.ac.uk/collection/S27/current/CS002384/"
"22071-15-4",2472,"ketpfn","ketoprofen","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-7b0fd425-96c0-40d1-9f84-87685380783b","http://vocab.nerc.ac.uk/collection/S27/current/CS003961/"
"22204-53-1",2474,"napxn","naproxen","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-c6dd4476-1201-4efa-b35a-1d0e4be339bc","http://vocab.nerc.ac.uk/collection/S27/current/CS004304/"
"22224-92-6",745,"fenamfs","fenamifos","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-1ca3a125-4f1d-4364-a366-bfb93ca886de","http://vocab.nerc.ac.uk/collection/S27/current/CS000564/"
"22248-79-9",3520,"cT4Clvfs","cis-tetrachloorvinfos (Z-isomeer)","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-dcf4ec65-f331-4dbc-a0a7-9ffe3624014c","http://vocab.nerc.ac.uk/collection/S27/current/CS004083/"
"2234-13-1",4304,"OcClNaf","octachloornaftaleen","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-2a5fbf62-c2f6-4ee5-9223-6a8de04c2f24","http://vocab.nerc.ac.uk/collection/S27/current/CS004438/"
"224-41-9",3558,"DBajAnt","dibenzo(a,j)antraceen","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-d3787c6b-cf5a-4f95-bce6-eb5e226a6c25","http://vocab.nerc.ac.uk/collection/S27/current/CS003996/"
"2277-92-1",6033,"Oxcznde","oxyclozanide","ChemischeStof","2019-05-11","2100-01-01","Geldig","","Id-65e4c332-1bce-421c-883f-87ad04ec45a4","http://vocab.nerc.ac.uk/collection/S27/current/CS003997/"
"22916-47-8",4172,"micanzl","miconazol","ChemischeStof","2012-11-17","2100-01-01","Geldig","","Id-10d48d99-12d1-4c77-93ca-abfe94af978d","http://vocab.nerc.ac.uk/collection/S27/current/CS004003/"
"22967-92-6",3336,"C1yHg","methylkwik","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-510be7e3-dad5-4d20-88cf-43b90f64e6b8","http://vocab.nerc.ac.uk/collection/S27/current/CS003093/"
"2303-17-5",4773,"Talt","triallaat","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-cd5a10a4-222c-4b31-ae91-4a46970f32f8","http://vocab.nerc.ac.uk/collection/S27/current/CS003855/"
"23031-25-6",4835,"terbtlne","terbutaline","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-63a991ce-8991-47c6-99ed-675b730ef2fa","http://vocab.nerc.ac.uk/collection/S27/current/CS004341/"
"2310-17-0",787,"fosln","fosalon","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-c1c1b614-6124-46cb-a1d4-163d2cfaad1d","http://vocab.nerc.ac.uk/collection/S27/current/CS004079/"
"23103-98-2",1406,"pirmcb","pirimicarb","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-0b4ddad0-ea7e-492b-a305-16d37186902c","http://vocab.nerc.ac.uk/collection/S27/current/CS000809/"
"2312-35-8",4497,"propgt","propargiet","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-00ca5baf-ab21-4e72-8531-705550185992","http://vocab.nerc.ac.uk/collection/S27/current/CS004323/"
"2327-02-8",2818,"134DClFyurum","1-(3,4-dichloorfenyl)ureum","ChemischeStof","2011-06-10","2014-01-27","Vervallen","","Id-36465115-891b-49fb-9a2f-f3038509b03c","http://vocab.nerc.ac.uk/collection/S27/current/CS004121/"
"2327-02-8",2818,"134DClFyurum","1-(3,4-dichloorfenyl)ureum","ChemischeStof","2014-01-28","2100-01-01","Geldig","","Id-52885b72-c485-43c7-8c78-3be068256188","http://vocab.nerc.ac.uk/collection/S27/current/CS004121/"
"23505-41-1",1407,"C2yprmfs","ethylpirimifos","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-f1098fff-0e5b-4e09-8d55-6947a2af000f","http://vocab.nerc.ac.uk/collection/S27/current/CS004081/"
"23560-59-0",859,"heptnfs","heptenofos","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-71bef7da-0931-49f3-be58-ddae17c08618","http://vocab.nerc.ac.uk/collection/S27/current/CS000641/"
"23593-75-1",3473,"clotmzl","clotrimazol","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-75f2de03-0c39-40f0-b8c7-f7e048104e47","http://vocab.nerc.ac.uk/collection/S27/current/CS004269/"
"2363-71-5",6093,"C21azr","heneicosaanzuur","ChemischeStof","2020-02-04","2100-01-01","Geldig","","Id-5ab50380-fb72-4631-98f9-76cf3e634e5a","http://vocab.nerc.ac.uk/collection/S27/current/CS001285/"
"2385-85-5",1240,"mirx","mirex","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-9415707a-7519-421f-bfd6-a5c8e038f0b1","http://vocab.nerc.ac.uk/collection/S27/current/CS003705/"
"23893-13-2",3171,"anHertmcne","anhydro-erythromycine","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-6bb81256-d178-4547-8601-9e520582b9ac","http://vocab.nerc.ac.uk/collection/S27/current/CS004405/"
"23950-58-5",1438,"propAd","propyzamide","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-65b320ff-fadd-46d8-8460-ff2e316f07a8","http://vocab.nerc.ac.uk/collection/S27/current/CS004088/"
"24017-47-8",1589,"Tazfs","triazofos","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-908ed70a-d85d-4809-85b4-ed7824a9c392","http://vocab.nerc.ac.uk/collection/S27/current/CS001495/"
"24019-05-4",4734,"sulcfrn","sulcofuron","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-514be210-1608-4391-bee9-9bd7720cc175","http://vocab.nerc.ac.uk/collection/S27/current/CS000844/"
"2433-96-7",6097,"C23azr","tricosaanzuur","ChemischeStof","2020-02-04","2100-01-01","Geldig","","Id-abc0ada5-cd4f-4a97-8772-8940b6b94a18","http://vocab.nerc.ac.uk/collection/S27/current/CS001502/"
"2437-79-8",4402,"PCB47","2,2',4,4'-tetrachloorbifenyl","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-68398c3a-861f-4fd6-a541-307c0120a49a","http://vocab.nerc.ac.uk/collection/S27/current/CS001033/"
"2439-10-3",2455,"dodne","dodine","ChemischeStof","2011-06-10","2100-01-01","Geldig","","Id-de89f86f-677d-4864-b4e8-587f167eff44","http://vocab.nerc.ac.uk/collection/S27/current/CS000508/"
"243982-82-3",2319,"PBDE49","2,2',4,5'-tetrabroomdifenylether","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-24866256-fd2b-484e-b453-9c412d1d4200","http://vocab.nerc.ac.uk/collection/S27/current/CS001040/"
"24934-91-6",488,"Clmfs","chloormefos","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-4e68253b-b455-4bff-81cc-660e5f31f353","http://vocab.nerc.ac.uk/collection/S27/current/CS004019/"
"24959-67-9",391,"Br","bromide","ChemischeStof","2011-06-08","2100-01-01","Geldig","Id-59fef94e-5eb4-41c3-aa95-76dae4f04f4f","Id-791d2e50-d8e2-4f3b-8e1c-a7a6cf043160","http://vocab.nerc.ac.uk/collection/S27/current/CS003119/"
"24959-67-9",391,"Br","bromide","ChemischeStof","2011-06-08","2100-01-01","Geldig","Id-59fef94e-5eb4-41c3-aa95-76dae4f04f4f","Id-791d2e50-d8e2-4f3b-8e1c-a7a6cf043160","http://vocab.nerc.ac.uk/collection/S27/current/CS003124/"
"25057-89-0",340,"bentzn","bentazon","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-2f7f823c-91e8-4e3b-ab29-7bfde66f569f","http://vocab.nerc.ac.uk/collection/S27/current/CS001187/"
"25154-52-3",1282,"C9yFol","nonylfenol","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-2ffb91f4-62f5-4426-84d5-cdda5305249a","http://vocab.nerc.ac.uk/collection/S27/current/CS003674/"
"2551-62-4",4642,"SF6","zwavelhexafluoride","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-fd2c2cb8-e482-4745-82e0-fecec9a0ba1d","http://vocab.nerc.ac.uk/collection/S27/current/CS002878/"
"25606-41-1",4499,"propmcbHCl","propamocarb hydrochloride","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-2474cb55-53dd-4af9-8da9-a9bac4f87608","http://vocab.nerc.ac.uk/collection/S27/current/CS003857/"
"25812-30-0",2469,"gemfbzl","gemfibrozil","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-ef04cde8-571f-44de-94bd-a2b49db9d218","http://vocab.nerc.ac.uk/collection/S27/current/CS004305/"
"2599-11-3",7032,"simzne2HOx","simazine-2-hydroxy","ChemischeStof","2022-10-01","2100-01-01","Geldig, Concept","","Id-44c7097c-a0ca-4568-9b7b-d750f1f656c4","http://vocab.nerc.ac.uk/collection/S27/current/CS004300/"
"26225-79-6",721,"etfmst","ethofumesaat","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-004c4e2e-6659-4aa2-b668-980131b9d6ce","http://vocab.nerc.ac.uk/collection/S27/current/CS004075/"
"26259-45-0",4634,"secbmtn","secbumeton","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-27081c48-aa91-4f72-ac5c-3b5f62273c7e","http://vocab.nerc.ac.uk/collection/S27/current/CS004162/"
"2631-40-5",4012,"ipcb","isoprocarb","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-74ae0ecf-f43b-49af-9519-9d16457f7edd","http://vocab.nerc.ac.uk/collection/S27/current/CS003878/"
"26399-36-0",6225,"profrlne","profluraline","ChemischeStof","2020-03-13","2100-01-01","Geldig","","Id-f1d7eb21-6133-4607-8b52-534e0157adea","http://vocab.nerc.ac.uk/collection/S27/current/CS004192/"
"2642-71-9",327,"C2yazfs","ethylazinfos","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-640a3a20-c584-423a-97f8-34b7550342bc","http://vocab.nerc.ac.uk/collection/S27/current/CS001180/"
"2706-90-3",4448,"PFPA","perfluorpentaanzuur","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-7d75bb2b-cdc7-49cb-9bbc-8e6c46fd7d2b","http://vocab.nerc.ac.uk/collection/S27/current/CS004155/"
"27193-86-8",6129,"sC12yFol","som dodecylfenol-isomeren","ChemischeStof","2020-03-13","2100-01-01","Geldig","","Id-77a224fc-919e-478c-a244-5c3b985fbf7e","http://vocab.nerc.ac.uk/collection/S27/current/CS003958/"
"27208-37-3",5534,"cycPecdPyr","cyclopenta(cd)pyreen","ChemischeStof","2015-12-12","2100-01-01","Geldig","","Id-58fa6a62-6276-43ff-bf10-9148f8e41a64","http://vocab.nerc.ac.uk/collection/S27/current/CS002083/"
"27304-13-8",6068,"OxCldn","oxychloordaan","ChemischeStof","2019-12-03","2100-01-01","Geldig","","Id-739f96af-c9ea-46d2-a4c7-cc5893c4e6be","http://vocab.nerc.ac.uk/collection/S27/current/CS002580/"
"27314-13-2",4277,"norfrzn","norflurazon","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-afef6336-1ce9-4a7f-81f9-6df64d0e4149","http://vocab.nerc.ac.uk/collection/S27/current/CS004101/"
"28044-83-9",1581,"tHpClepO","trans-heptachloorepoxide","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-79d1f052-c746-4cd1-9da8-d55da6b41bc0","http://vocab.nerc.ac.uk/collection/S27/current/CS002636/"
"28159-98-0",4024,"irgrl","irgarol","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-165d0381-6321-44b4-8807-9cc3351c3eb6","http://vocab.nerc.ac.uk/collection/S27/current/CS003184/"
"28981-97-7",3159,"alpzlm","alprazolam","ChemischeStof","2012-11-17","2100-01-01","Geldig","","Id-da6e3906-ec13-4d97-97a6-0ed98f156775","http://vocab.nerc.ac.uk/collection/S27/current/CS004260/"
"29082-74-4",4305,"OcClsrn","octachloorstyreen","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-fc767ac4-4f9a-41bf-a893-ba8aa33b9dd4","http://vocab.nerc.ac.uk/collection/S27/current/CS003624/"
"29122-68-7",3186,"atnll","atenolol","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-6f78eeca-09a3-480f-85c1-6825bcd1a852","http://vocab.nerc.ac.uk/collection/S27/current/CS004257/"
"2921-88-2",494,"C2yClprfs","ethylchloorpyrifos","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-0294b0fc-34cd-4467-b871-fa09762cde62","http://vocab.nerc.ac.uk/collection/S27/current/CS003289/"
"29232-93-7",1408,"C1yprmfs","methylpirimifos","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-ab2cc2bd-0dc6-4541-a532-adf45f598951","http://vocab.nerc.ac.uk/collection/S27/current/CS001425/"
"297-78-9",1521,"teldn","telodrin","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-c58c5824-ca73-43e7-96e9-baf09a9a6b5f","http://vocab.nerc.ac.uk/collection/S27/current/CS002629/"
"29743-97-3",6082,"c10C17ezr","cis-10-heptadeceenzuur","ChemischeStof","2020-02-04","2100-01-01","Geldig","","Id-0a6a5b73-668d-4887-a22f-75a1a235f866","http://vocab.nerc.ac.uk/collection/S27/current/CS003281/"
"298-00-0",1179,"C1yprton","methylparathion","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-20cf1fce-b0e5-4a27-afd9-0396ac5e0435","http://vocab.nerc.ac.uk/collection/S27/current/CS003164/"
"298-46-4",3380,"carbmzpne","carbamazepine","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-1a442791-4040-48d5-a09b-12a41e00710f","http://vocab.nerc.ac.uk/collection/S27/current/CS003959/"
"299-84-3",749,"fenClfs","fenchloorfos","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-1a293e6f-6146-4a68-ac1a-d8cfce693fbd","http://vocab.nerc.ac.uk/collection/S27/current/CS004076/"
"301-12-2",568,"C1yOxdmtn","methyloxydemeton","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-a39b8511-cdc9-43b7-8474-3f793fc7671e","http://vocab.nerc.ac.uk/collection/S27/current/CS004020/"
"30125-63-4",3614,"desC2ytC4yaz","desethylterbutylazine","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-5001a9d1-7d71-4bf2-800f-0b584776ddfa","http://vocab.nerc.ac.uk/collection/S27/current/CS004127/"
"302-01-2",1878,"hydzne","hydrazine","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-3bc1ba44-5a75-4aea-8b0c-41a16bfdaf1d","http://vocab.nerc.ac.uk/collection/S27/current/CS003981/"
"3060-89-7",1184,"metbmrn","methobromuron","ChemischeStof","2011-06-08","2011-08-26","Vervallen","","Id-99e8fdb2-f798-4ce7-ad37-40bbc1a72a73","http://vocab.nerc.ac.uk/collection/S27/current/CS003887/"
"3060-89-7",1184,"metbmrn","metobromuron","ChemischeStof","2011-08-27","2100-01-01","Geldig","","Id-4528cc35-e201-46bb-ab37-db3258036132","http://vocab.nerc.ac.uk/collection/S27/current/CS003887/"
"307-24-4",4441,"PFHxA","perfluorhexaanzuur","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-9892cae3-e70d-40d2-9cdd-aee1fdf1b641","http://vocab.nerc.ac.uk/collection/S27/current/CS003712/"
"307-55-1",4439,"PFDoA","perfluordodecaanzuur","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-8f292268-3853-4850-a016-d11b314d1a9e","http://vocab.nerc.ac.uk/collection/S27/current/CS003709/"
"309-00-2",268,"aldn","aldrin","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-0a4a2092-bbda-403c-a80c-b5186a293b10","http://vocab.nerc.ac.uk/collection/S27/current/CS002293/"
"31218-83-4",1428,"proptfs","propetamfos","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-d6e6638b-3576-488f-bf37-9cbf007550be","http://vocab.nerc.ac.uk/collection/S27/current/CS000823/"
"314-40-9",390,"bromcl","bromacil","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-8a58dad9-0fc5-4cc9-b5d5-1f10bd7cd141","http://vocab.nerc.ac.uk/collection/S27/current/CS004179/"
"31506-32-8",6001,"MeFOSA","N-methyl perfluoroctaansulfonamide","ChemischeStof","2019-01-05","2100-01-01","Geldig","","Id-d90f92c4-7e7a-4ed3-9b7b-71e9fddc8730","http://vocab.nerc.ac.uk/collection/S27/current/CS003993/"
"31508-00-6",1374,"PCB118","2,3',4,4',5-pentachloorbifenyl","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-49954c81-0376-4c1e-b4e1-2493b41f83fd","http://vocab.nerc.ac.uk/collection/S27/current/CS001061/"
"319-84-6",271,"aHCH","alfa-hexachloorcyclohexaan","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-8a6d8966-2855-40d7-8ae9-0727737ab3c6","http://vocab.nerc.ac.uk/collection/S27/current/CS002321/"
"319-85-7",366,"bHCH","beta-hexachloorcyclohexaan","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-3d2b3d03-348d-474f-bede-43e6a9d136d9","http://vocab.nerc.ac.uk/collection/S27/current/CS002349/"
"319-86-8",562,"dHCH","delta-hexachloorcyclohexaan","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-5f4d3d7c-49e8-4881-a1bb-a13ba6021748","http://vocab.nerc.ac.uk/collection/S27/current/CS000396/"
"3194-55-6",5725,"sHBCD","Som 1,2,5,6,9,10-hexabroomcyclododecaan","ChemischeStof","2016-12-03","2019-01-17","Vervallen","","Id-7023ba36-ab9d-4206-870b-07658151857a","http://vocab.nerc.ac.uk/collection/S27/current/CS002517/"
"3194-55-6",5725,"sHBCD","som 1,2,5,6,9,10-hexabroomcyclododecaan","ChemischeStof","2019-01-18","2100-01-01","Geldig","","Id-f7868e83-c98a-4ec5-9b7f-ad2093e1454e","http://vocab.nerc.ac.uk/collection/S27/current/CS002517/"
"3252-43-5",6397,"DBractntl","dibroomacetonitril","ChemischeStof","2020-06-12","2100-01-01","Geldig","","Id-db89a6ba-3c83-492d-bf7f-bff1ca929902","http://vocab.nerc.ac.uk/collection/S27/current/CS003739/"
"32534-81-9",999850,"sPBDE","som pentabroomdifenylether-isomeren","ChemischeStof","2011-06-08","2011-09-07","Vervallen","","Id-1c3bdefd-88e1-4747-8590-88d823dbed9b","http://vocab.nerc.ac.uk/collection/S27/current/CS003694/"
"32598-10-0",2441,"PCB66","2,3,4,4-tetrachloorbifenyl","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-344af03b-2587-44c7-b623-f98f654c3939","http://vocab.nerc.ac.uk/collection/S27/current/CS001838/"
"32598-11-1",4406,"PCB70","2,3',4',5-tetrachloorbifenyl","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-63cdc74e-ccdd-4d10-8289-0d82e7ebd88c","http://vocab.nerc.ac.uk/collection/S27/current/CS001831/"
"32598-13-3",1969,"PCB77","3,3',4,4'-tetrachloorbifenyl","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-06d702b7-773d-4483-8b6d-7ffc22e3fab9","http://vocab.nerc.ac.uk/collection/S27/current/CS001565/"
"32598-14-4",1373,"PCB105","2,3,3',4,4'-pentachloorbifenyl","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-5e34404e-07e7-4835-9983-77bd0a1b1f86","http://vocab.nerc.ac.uk/collection/S27/current/CS001089/"
"3268-87-9",1289,"PCDD75","1,2,3,4,6,7,8,9-octachloordibenzo-p-dioxine","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-3e8981f6-f6d4-4260-bc4d-2625cb07aaf1","http://vocab.nerc.ac.uk/collection/S27/current/CS003677/"
"32690-93-0",4408,"PCB74","2,4,4',5-tetrachloorbifenyl","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-611dd27d-60bb-4c2c-b012-2dd359fde89f","http://vocab.nerc.ac.uk/collection/S27/current/CS001887/"
"32774-16-6",1968,"PCB169","3,3',4,4',5,5'-hexachloorbifenyl","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-7608c13d-24c8-41a6-a1be-cc8a07e3cbc8","http://vocab.nerc.ac.uk/collection/S27/current/CS003727/"
"32809-16-8",1417,"procmdn","procymidon","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-eb840bda-96a9-4f75-9924-6643c0cfbc42","http://vocab.nerc.ac.uk/collection/S27/current/CS004326/"
"330-54-1",683,"Durn","diuron","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-fd26d8c9-a902-4164-9083-7595019f33aa","http://vocab.nerc.ac.uk/collection/S27/current/CS003293/"
"330-55-2",1114,"linrn","linuron","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-028d94eb-f00d-4fc5-8e52-02d65e304069","http://vocab.nerc.ac.uk/collection/S27/current/CS000697/"
"33146-45-1",4370,"PCB10","2,6-dichloorbifenyl","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-eb8df615-5795-4537-9b90-72326c3e8ebf","http://vocab.nerc.ac.uk/collection/S27/current/CS003927/"
"33213-65-9",365,"bedsfn","beta-endosulfan","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-72269fa7-73b3-4503-a378-38dabb878d82","http://vocab.nerc.ac.uk/collection/S27/current/CS003282/"
"333-41-5",592,"Daznn","diazinon","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-cd6f08c7-4164-4d22-bbd8-361dec8130f2","http://vocab.nerc.ac.uk/collection/S27/current/CS000424/"
"3347-22-6",3692,"Dtann","dithianon","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-bdf00249-6c26-483a-9237-83a176de4ced","http://vocab.nerc.ac.uk/collection/S27/current/CS000459/"
"335-67-1",4443,"PFOA","perfluoroctaanzuur","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-c1718902-e040-425a-ae70-0455e0dc2ccd","http://vocab.nerc.ac.uk/collection/S27/current/CS003714/"
"335-76-2",4438,"PFDA","perfluordecaanzuur","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-4c19a2bd-d1dc-4151-bbee-979892a8195d","http://vocab.nerc.ac.uk/collection/S27/current/CS003708/"
"335-77-3",3898,"L_PFDS","perfluor-1-decaansulfonaat (lineair)","ChemischeStof","2014-09-13","2020-07-07","Vervallen","","Id-7254744c-ad5a-4429-b79c-0fb1d9c38a53","http://vocab.nerc.ac.uk/collection/S27/current/CS003707/"
"335-77-3",3898,"L_PFDS","perfluor-1-decaansulfonzuur","ChemischeStof","2020-07-08","2100-01-01","Geldig","","Id-aae4f6a2-6ced-419b-997c-3664d94aadff","http://vocab.nerc.ac.uk/collection/S27/current/CS003707/"
"33629-47-9",3297,"butln","butralin","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-ea9cd21e-9edc-40c3-968d-c9b4d55169cf","http://vocab.nerc.ac.uk/collection/S27/current/CS004072/"
"33693-04-8",4834,"terbmtn","terbumeton","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-aa429b82-7ce9-4f7d-a9f6-917738914c73","http://vocab.nerc.ac.uk/collection/S27/current/CS004241/"
